meal_id,actual_id,recipes,ingredients,methods,image,average_rating
94,5cbf3d1ca29e122e4c79a9a3,"mực xào dứa,cá thu sốt cà chua,đỗ luộc,canh đậu hũ cà chua","1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|","Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-55-365-mam-com-gia-dinh.jpg,2.67
95,5cbf3d5ca29e122e4c79a9ca,"cá om dưa,lòng luộc,rau sống,canh cải nấu thịt băm","1 con cá diêu hồng lớn. 300g cải chua. 2 quả cà chua. 1/2 củ hành tây. Hành lá, tỏi. Các loại gia vị cơ bản||||","Cá mua về sơ chế như sau: bỏ vây, bỏ mang, bỏ vảy. Vì loài cá này có mùi tanh của bùn nên bạn hãy rửa qua với nước có pha chút muối và gừng để tẩy mùi, giúp cá thêm săn chắc, ngon hơn.; Dưa cải chua thái nhỏ, bóp đỡ phần nước để khi chế biến không bị tiết ra quá nhiều nước làm giảm độ ngon của món ăn.; Cà chua và hành tây rửa sạch rồi xắt múi cau.; Cho cá diêu hồng đã được chiên vàng vào, đậy nắp vung để om trong khoảng 15 phút, đến khi gần cạn nước trong chảo.; Rắc chút hành lá cùng hành tây vào, om thêm 2 phút nữa rồi tắt bếp và trình bày món cá diêu hồng om dưa ra đĩa.||||",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-95-365-mam-com-gia-dinh.jpg,3.41
96,5cbf3d1ca29e122e4c79a9a1,"chả cá rán,đậu tẩm hành,rau muống xào tỏi,canh rau chua","1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|","Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-53-365-mam-com-gia-dinh.jpg,3.88
97,5cbf3d54a29e122e4c79a9c7,"cá chạch rán giòn,chả lá lốt,đậu phụ sống,canh bí đỏ",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-92-365-mam-com-gia-dinh.jpg,3.26
98,5cbf3d5ca29e122e4c79a9cf,"nộm gà xé phay,cá rô chiên giòn,canh rau cải ngọt,dưa muối",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-100-365-mam-com-gia-dinh.jpg,3.79
99,5cbf3d1ca29e122e4c79a9a2,"sườn xào chua ngọt,cá diếc chiên ròn,rau lang xào tỏi,canh cải nấu tôm","1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|1 cái hoa chuối. 1,5 lạng thịt gà (nên chọn phần lườn để món ăn được ngon hơn nhé). 1 củ hành tây. 1 lạng giá đỗ. Rau răm, rau mùi, rau thơm. 1 củ cà rốt. Lá chanh: 3 cái. 50 gam lạc, 50 gam vừng. Giấm, tỏi, chanh, ớt. Sốt chua ngọt. Các loại gia vị cần dùng cho món ăn: đường, nước mắm, muối tinh|","Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|Hoa chuối lột bỏ phần vỏ già bên ngoài rồi dùng dao sắc thái thật mỏng ra. Tiếp đó ta đem phần hoa chuối này ngâm vào chậu nước muối pha loãng cùng vài giọt nước cốt chanh để hoa chuối không bị thâm đen, luôn giữ được màu sắc đẹp nhất nhé. Ta ngâm trong khoảng 10 phút rồi vớt ra rổ cho ráo nước.; Tỏi lột vỏ ngoài rồi đập dập, băm nhỏ.; Thực hiện pha nước mắm trộn nộm như sau: cho vào một bát con 1 thìa nước cốt chanh, 1 thìa dấm gạo, 1 thìa đường, 1 nửa thìa nước mắm, 1 ít tỏi băm, ớt thái nhỏ, chút muối rồi dùng đũa khuấy tan đều lên cho ngấm gia vị.; Cho hoa chuối, thịt gà xé, hành tây, cà rốt vào một âu to rồi đổ phần nước trộn nộm vừa pha vào, sử dụng găng tay ni lông trộn đều và thật nhẹ nhàng lên cho ngấm. Chắt hết phần nước ra.; Cho rau thơm thái nhỏ cùng lá chanh thái chỉ vào âu rồi tiếp tục trộn đều lên. Thêm vào 1 thìa sốt chua ngọt, vừng lạc đã rang vào và trộn đều lên vài lượt.; Trình bày món ăn ra đĩa to rồi trang trí tùy ý thích sao cho đẹp mắt và thưởng thức luôn nộm hoa chuối thịt gà nhé.|",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-54-365-mam-com-gia-dinh.jpg,3.4
100,5cbf3d25a29e122e4c79a9a7,"ốc xào cay,cua đồng rang muối,rau muống xào tỏi,canh cua rau đay",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-60-365-mam-com-gia-dinh.jpg,3.28
101,5cbf3d3ea29e122e4c79a9b9,"cá rán giòn,tôm sốt cà chua,rau muống xào tỏi,canh rau chua",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-78-365-mam-com-gia-dinh.jpg,3.04
102,5cbf3d31a29e122e4c79a9ad,"gà nướng mật ong,dưa xào thịt bò,đậu phụ luộc,canh ngao nấm kim châm","2 cái đùi gà (tùy theo số lượng người ăn để chuẩn bị). Hành, tỏi khô, rau thơm. Dầu hào, xì dầu. Mật ong (có thẩ thay thế bằng mạch nha đều được)||||","Đùi gà mua về đem sát cùng muối để khử đi mùi hôi khó chịu cũng như loại bỏ vi khuẩn bám trên gà, sau đó mang đi rửa lại bằng nước sạch.; Rau thơm nhặt rồi ngâm trong nước muối loãng 10 phút cho đảm bảo, sau đó vớt ra rửa sạch lại, để ráo.; Sau khi đã đủ thời gian ướp, bạn hãy phết 3 lớp mật ong lên đùi gà.; Đem gà cho vào lò nướng và nướng ở nhiệt độ là 180 – 200 độ C. Thỉnh thoảng bạn lật gà rồi phết thêm vài lớp mật ong để trong quá trình nướng gà không bị khô và cháy. Khi nào gà chuyển sang màu vàng cánh gián đẹp mắt là cho ra được.; Cho rau thơm ra đĩa rồi gắp gà nướng lên. Rau thơm vừa giúp cho món ăn có thêm sự hấp dẫn đẹp mắt vừa làm tăng hương vị khi thưởng thức nữa nhé.||||",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-66-365-mam-com-gia-dinh.jpg,3.94
103,5cbf3d5ca29e122e4c79a9d6,"cá tẩm bột chiên,canh đầu cá nấu chua,salad cà chua dưa chuột,rau sống",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-107-365-mam-com-gia-dinh.jpg,3.2
104,5cbf3d50a29e122e4c79a9c4,"nem rán,lươn sốt cay,canh bóng,rau củ quả luộc",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-89-365-mam-com-gia-dinh.jpg,2.85
105,5cbf3d64a29e122e4c79a9da,"chả cá chiên,gan luộc,canh thịt bò cà chua,bắp cải luộc nước mắm trứng",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-111.jpg,2.94
106,5cbf3d5ca29e122e4c79a9d2,"tim xào,giò bò,canh măng móng giò,hành muối",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-103-365-mam-com-gia-dinh-compressed.jpg,3.58
107,5cbf3d54a29e122e4c79a9c6,"cá diêu hồng hấp,canh dưa thịt bò,dưa chuột chẻ,rau sống","|300 gam thịt bò bắp hay thịt bò gân đều được. Dưa cải chua. 2 quả cà chua chín. Hành khô, muối, nước mắm, hạt nêm|||","|Trước tiên, với dưa cải chua các bạn cần đem rửa sạch với nhiều lần nước để cho bới đi độ chưa. Tiếp đến chúng ta xắt dưa thành những khúc ngắn cỡ vừa rồi để ra rổ cho ráo nhé.; Thịt bò các bạn đem rửa cùng nước muối loãng cho sạch vi khuẩn rồi rửa lại bằng nước sạch, để ráo bớt nước sau đó đem bảo quản trong ngăn đông tủ lạnh khoảng nửa tiếng để thịt se lại sẽ dễ thái hơn nhé. Thái thành những lát mỏng vừa ăn.; Bắc một nồi lên bếp rồi cho thịt bò đã thái vào. Đổ vào lượng nước sao cho ngập mặt thịt rồi đun đến khi thịt mềm khoảng 20 phút thì nhanh chóng cho dưa cải chua vào, đun thêm 5 phút nữa rồi tắt bếp.; Bắc một chảo con lên bếp rồi cho vào ít dầu ăn để phi thơm hành khô cùng cà chua đến khi cà chua nát nhuyễn chín mềm thì thêm vào ít muối.; Đổ cà chua vừa phi vào trong nồi dưa thịt bò, tiếp tục đun sôi trở lại thêm 5 phút thì nêm vào 2 thìa cà phê nước mắm, nửa thìa cà phê muối, nửa thìa cà phê hạt nêm. Khi tất cả nguyên liệu đã chín nhừ rồi là bạn có thể tắt bếp luôn được.|||",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-91-365-mam-com-gia-dinh.jpg,2.77
108,5cbf3d50a29e122e4c79a9c2,"gà quay mật ong,dưa góp,dưa chuột chẻ,canh khoai tây nấu sườn",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-87-365-mam-com-gia-dinh.jpg,3.41
109,5cbf3d2da29e122e4c79a9ab,"thịt kho trứng,hoa bí xào tỏi,nộm hoa chuối,canh cải nấu thịt băm",||||,||||,http://elinerfood.com/wp-content/uploads/2016/05/mam-com-64-365-mam-com-gia-dinh.jpg,3.14
110,5cbf3d5ca29e122e4c79a9d5,"thịt chân giò luộc,chả lá lốt,canh dọc mùng,mắm tép chưng",||||,||||,http://elinerfood.com/wp-content/uploads/2016/06/mam-com-106-365-mam-com-gia-dinh-compressed.jpg,3.49
