meal_id,actual_id,recipes,image,average_rating
121,5cbf3d3ea29e122e4c79a9b7,"thịt gà rang gừng,giò lụa,súp lơ luộc,canh mướp nấu tôm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-76-365-mam-com-gia-dinh.jpg,3.45
122,5cbf3d50a29e122e4c79a9c4,"nem rán,lươn sốt cay,canh bóng,rau củ quả luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-89-365-mam-com-gia-dinh.jpg,3.88
123,5cbf3d64a29e122e4c79a9db,"cá ba sa chiên,mướp đắng xào trứng,canh bí đỏ nấu tôm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-112.jpg,4.39
124,5cbf3d42a29e122e4c79a9bd,"nem rán,cá viên chiên,dưa góp,canh su hào thái sợi",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-82-365-mam-com-gia-dinh.jpg,4.24
125,5cbf3d60a29e122e4c79a9d8,"đậu nhồi thịt sốt cà chua,thịt ba chỉrang cháy cạnh,canh cà bung,dưa bắp cải muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-109-365-mam-com-gia-dinh.jpg,4.74
126,5cbf3d64a29e122e4c79a9da,"chả cá chiên,gan luộc,canh thịt bò cà chua,bắp cải luộc nước mắm trứng",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-111.jpg,4.38
127,5cbf3d64a29e122e4c79a9dc,"thịt chân giò luộc,canh chua đầu cá ba sa,dưa chuột chẻ",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-113.jpg,1.99
128,5cbf3d29a29e122e4c79a9a9,"cá diếc chiên ròn,chả lá lốt,bí đao cuốn thịt,canh cà bung",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-62-365-mam-com-gia-dinh.jpg,3.88
129,5cbf3d58a29e122e4c79a9c9,"đậu sốt cà chua,thịt lợn luộc,rau muống luộc,dưa muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-94-365-mam-com-gia-dinh.jpg,2.75
130,5cbf3d2da29e122e4c79a9aa,"cá kho tộ,hoa thiên lý xào tỏi,canh bầu nấu tôm,trứng dầm nước mắm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-63-365-mam-com-gia-dinh.jpg,3.41
131,5cbf3d39a29e122e4c79a9b3,"thịt lợn quay giòn bì,sườn nướng,mướp luộc,măng tươi luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-72-365-mam-com-gia-dinh.jpg,4.75
132,5cbf3d42a29e122e4c79a9bb,"trứng chim cút chiên xù,thịt kho dừa,nộm dưa chuột,rau muống luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-80-365-mam-com-gia-dinh.jpg,5.0
133,5cbf3d5ca29e122e4c79a9cb,"đậu chiên xù,dưa xào thịt bò,bắp cải luộc,canh ngao chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-96-365-mam-com-gia-dinh.jpg,2.74
134,5cbf3d5ca29e122e4c79a9d1,"tôm hấp,thịt viên xiên nướng,đậu phụ tẩm hành,canh cua rau đay",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-102-365-mam-com-gia-dinh-compressed.jpg,3.03
135,5cbf3d5ca29e122e4c79a9d5,"thịt chân giò luộc,chả lá lốt,canh dọc mùng,mắm tép chưng",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-106-365-mam-com-gia-dinh-compressed.jpg,3.77
136,5cbf3d2da29e122e4c79a9ac,"cá rô kho tiêu,đậu tẩm hành,rau củ quả luộc,canh cua mồng tơi,cà dầm mắm",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-65-365-mam-com-gia-dinh.jpg,4.36
137,5cbf3d31a29e122e4c79a9af,"cải cuốn thịt,trứng tráng,canh rau ngót nấu thịt băm,cà muối tỏi ớt",http://elinerfood.com/wp-content/uploads/2016/05/mam-com-68-365-mam-com-gia-dinh.jpg,3.67
138,5cbf3d35a29e122e4c79a9b2,"thịt chân giò luộc,mắm tép chưng,canh rau ngót,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-71-365-mam-com-gia-dinh.jpg,3.41
139,5cbf3d42a29e122e4c79a9ba,"tôm sốt chua ngọt,rau củ quả luộc,canh rau dền,cà muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-79-365-mam-com-gia-dinh.jpg,5.0
140,5cbf3d43a29e122e4c79a9bf,"cá sốt cà chua,thịt lợn rán,canh ngao chua,dưa bắp cải muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-84-365-mam-com-gia-dinh.jpg,3.15
141,5cbf3d5ca29e122e4c79a9d2,"tim xào,giò bò,canh măng móng giò,hành muối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-103-365-mam-com-gia-dinh-compressed.jpg,5.0
142,5cbf3d64a29e122e4c79a9dd,"tôm rang,rau bí xào tỏi,canh cà chua trứng",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-114.jpg,3.0
143,5cbf3d64a29e122e4c79a9e3,"trứng đúc thịt,canh dưa thịt bò,nộm hoa chuối",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-com-120.jpg,2.78
144,5cbf3d64a29e122e4c79a9e4,"trứng cút kho tàu,ngao xào me,canh nấm thịt bò",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-121.jpg,5.0
145,5cbf3d64a29e122e4c79a9e9,"thịt lợn rang cháy cạnh,canh bí đỏ thịt nạc,ngồng cải luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-126.jpg,3.76
146,5cbf3d64a29e122e4c79a9eb,"cá trứng chiên giòn,rau muống xào tỏi,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-128.jpg,3.59
147,5cbf3d64a29e122e4c79a9e5,"tôm cuộn khoai tây chiên,su su luộc,canh rau ngót thịt băm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-122.jpg,3.51
148,5cbf3d64a29e122e4c79a9df,"cá bống kho,súp lơ luộc,canh cải thịt băm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-116.jpg,3.95
149,5cbf3d64a29e122e4c79a9e0,"sườn xào chua ngọt,rau mồng tơi xào tỏi,canh ngao chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-com-117.jpg,5.0
150,5cbf3d64a29e122e4c79a9e2,"nem rán,hoa thiên lý xào tỏi,canh bí nấu tôm",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-com-119.jpg,3.29
151,5cbf3d64a29e122e4c79a9ed,"cá ba sa chiên xù,canh cải thảo nấu thịt,bắp xào",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-130.jpg,4.49
152,5cbf3d64a29e122e4c79a9e1,"cá kèo kho tiêu,trứng ốp la,canh rau ngót thịt băm,cải chip luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-com-118.jpg,4.21
153,5cbf3d64a29e122e4c79a9e7,"mực chiên xù,canh bầu nấu tôm,đậu bắp luộc",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-124.jpg,2.75
154,5cbf3d64a29e122e4c79a9ec,"tôm rang chua ngọt,rau lang luộc chấm tương,canh rau dền",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-129.jpg,4.58
155,5cbf3d64a29e122e4c79a9ea,"trứng đúc thịt,măng xào hành tỏi,canh bầu nấu ngao",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-127.jpg,3.89
156,5cbf3d64a29e122e4c79a9de,"thịt lợn rang cháy cạnh,cà tím om ngũ vị,canh hến nấu chua",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-50k-mam-115.jpg,3.8
157,5cbf3d64a29e122e4c79a9e8,"cá diếc chiên giòn,giá xào,canh mướp mồng tơi,cà pháo",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-125.jpg,4.63
158,5cbf3d64a29e122e4c79a9e6,"đậu sốt tứ xuyên,mướp hương xào nấm,canh cải nấu ngao",http://elinerfood.com/wp-content/uploads/2016/06/mam-com-gia-dinh-mam-com-123.jpg,4.56
159,5d727352422d438f3fea9520,"súp bó xôi thịt cua,sữa đậu nành",,5.0
160,5d727354422d438f3fea9521,"cá cơm chiên bột,đậu bắp xào nấm rơm,canh tần ô thịt bò,dưa hấu",,4.52
161,5d727354422d438f3fea9522,"cá chạch kho lá nghệ,canh cải xooang cá thác lác,đậu hũ chiên xù,lê ướp lạnh",,4.51
162,5d727354422d438f3fea9523,"bánh mì ốp la,sữa tươi",,5.0
163,5d727354422d438f3fea9524,"gan heo hầm hà thủ ô,cải mầm trộn dầu giấm,canh chua tôm ngó sen,nước ép cà rốt",,4.73
164,5d727354422d438f3fea9525,"cá chẻm chiên xù,bò xào bông cải,khổ qua dồn thịt,sinh tố dâu",,5.0
165,5d727354422d438f3fea9526,"nui xào hải sản,nước ép ổi",,5.0
166,5d727354422d438f3fea9527,"tôm hấp muối,bột cuộn cá chẽm nướng,canh chua cá hồi,nho",,4.39
167,5d727354422d438f3fea9528,"thịt kho củ cải,cải thìa luộc,canh khoai mỡ nấu thịt bằm,trà gừng",,5.0
168,5d727354422d438f3fea9529,"bánh hỏi thịt nướng,sữa đậu nành",,4.52
169,5d727354422d438f3fea952a,"tôm rim,thiên lý xào thịt bò,canh củ năng nấu sườn non,sinh tố dưa gang",,4.58
170,5d727355422d438f3fea952b,"chả giò cá lóc,cà tím nướng,canh cá lóc nấu thơm,chè đậu đen",,5.0
171,5d727355422d438f3fea952c,"bánh canh ghẹ,nước rau má",,5.0
172,5d727355422d438f3fea952d,"sườn chiên xả ớt,cải thìa xào tôm,canh củ dền nấu tôm tươi,đậu phộng da cá",,5.0
173,5d727355422d438f3fea952e,"bắp bò ngâm nước mắm,rau muống xào tỏi,canh hến nấu khế,nước ép củ dền",,5.0
174,5d727355422d438f3fea952f,"bún gạo xào,sữa tươi",,4.44
175,5d727355422d438f3fea9530,"cá trê chiên giòn,giá xào hẹ,canh ngót nấu bò,bánh flan",,4.62
176,5d727355422d438f3fea9531,"thịt xông khói xào măng tây,bò xào tỏi tây,canh súp khoai tây cà rốt,sinh tố cà chua",,4.82
177,5d727355422d438f3fea9532,"bún mọc,sữa đậu phộng",,5.0
178,5d727355422d438f3fea9533,"lẩu nấm,chè hạt sen nhãn nhục",,5.0
179,5d727355422d438f3fea9534,"mực dồn thịt chiên,rau muốn xào,canh khoai sọ nấu sườn,nước cam",,5.0
180,5d727355422d438f3fea9535,"cơm chiên dương châu,nước củ sen",,5.0
181,5d727356422d438f3fea9536,"sườn heo sốt bbq,ngồng cải chấm nước mắm trứng,canh cải cúc thịt bằm,nước ép táo xanh",,5.0
182,5d727356422d438f3fea9537,"cá chim chiên tỏi,trứng hấp tôm,canh nấm rau củ,sữa chua",,5.0
183,5d727356422d438f3fea9538,"bánh bao,nước ép bưởi",,5.0
184,5d727356422d438f3fea9539,"đùi ếch chiên bột,vịt xào gừng,canh mướp hương nấm rơm,dâu giằm",,5.0
185,5d727356422d438f3fea953a,"đậu hũ dồn thịt xốt cà chua,rau dền luộc,canh cải ngọt nấu thịt băm,táo",,4.67
186,5d727356422d438f3fea953b,"miến gà,chuối cau",,5.0
187,5d727356422d438f3fea953c,"cá chẻm hấp cải bẹ xanh,xà lách trộn giấm,canh đu đủ hầm xương bò,nước cam",,4.72
188,5d727356422d438f3fea953d,"tôm chua riềng,bông bí xào ức gà,canh bí đỏ nấu sườn,nước ép dưa hấu",,3.86
189,5d727356422d438f3fea953e,"xôi gà quay,sinh tố sa-pô-chê",,4.22
190,5d727356422d438f3fea953f,"cá trứng nướng muối ớt,rau muống luộc,canh chua tép,dưa lưới",,5.0
191,5d727356422d438f3fea9540,"mực dồn thịt,su hào luộc,canh thìa là cá điêu hồng,chè đậu xanh đánh",,4.81
192,5d727356422d438f3fea9541,"xôi bắp,sữa tươi",,3.67
193,5d727357422d438f3fea9542,"thịt heo xào cải,gà kho gừng,canh giò sống rau ngót,sinh tố bơ",,5.0
194,5d727357422d438f3fea9543,"thịt nạc kho tiêu,giá hẹ xào tim heo,canh bầu nấu tôm,nước ép ổi",,4.79
195,5d727357422d438f3fea9544,"sanwich kẹp jambon xông khói,sữa cacao",,5.0
196,5d727357422d438f3fea9545,"cá lóc nướng trui,canh bí đỏ nấu tôm khô,trứng chiên thịt,mận",,4.02
197,5d727357422d438f3fea9546,"lươn um nước dừa,rau lang luộc,canh khoai môn nấu tôm,nước rau má",,4.32
198,5d727357422d438f3fea9547,"nui xào bò,nước cam vắt",,4.41
199,5d727357422d438f3fea9548,"bắp bò hầm đậu trắng ăn kèm bánh mì,nước ép nho",,4.66
200,5d727357422d438f3fea9549,"thịt gà xào sa tế,bí đao om mỡ hành,canh cải cúc nấu thịt bò,nước ép nho",,4.48
201,5d727357422d438f3fea954a,"súp  cốm,sinh tố khoai mỡ và khoai môn",,5.0
202,5d727357422d438f3fea954b,"thịt ba rọi quay,xà  lách trộn bạch tuộc,canh đậu phụ cá trích,nước ép cóc",,4.51
203,5d727357422d438f3fea954c,"thịt đông,bò  xào cà ri,canh cá chép đậu đỏ,sơ ri ướp lạnh",,4.67
204,5d727358422d438f3fea954d,"cà  ri bắp bò sanwich,milo nóng",,5.0
205,5d727358422d438f3fea954e,"mực xào cà ri,rau  muống xào chao,cá trắm nấu ngót,lê chẻ",,5.0
206,5d727358422d438f3fea954f,"cá thu chiên  xốt chanh dây,tôm xào hạnh nhân,cải xooang nấu bò,sinh  tố sa-bô-chê",,4.58
207,5d727358422d438f3fea9550,"cà ri nướng,sữa  tươi",,5.0
208,5d727358422d438f3fea9551,"cá  lóc kho tộ,cà chua dồn cốm chiên,móng heo hầm hạt sen,chè  hạt sen",,5.0
209,5d727358422d438f3fea9552,"cá bống kho tiêu,rau cải xanh luộc,canh  củ cải nấu bò,mãng cầu giằm sữa",,4.85
210,5d727358422d438f3fea9553,"miến  cua xào,nước ép táo, nam việt quất",,3.82
211,5d727358422d438f3fea9554,"ếch chiên bơ,măng  xào lá lốt,canh đu đủ nấu giò heo,mận ướp lạnh",,4.74
212,5d727358422d438f3fea9555,"thịt vịt rang  muối,cải thìa xào tỏi,canh khổ qua cá thác lác,sinh  tố cà chua",,5.0
213,5d727358422d438f3fea9556,"cháo thịt  thỏ,nước ép vải",,5.0
214,5d727359422d438f3fea9557,"thịt bò xào cà ri,đậu rồng xào,hến  nấu thì là,hạt điều gương",,5.0
215,5d727359422d438f3fea9558,"thịt ba rọi kho  trứng,củ sen xào tôm,canh cải cúc nấu bò,dưa hấu",,4.22
216,5d727359422d438f3fea9559,"bún đậu phụ  mắm tôm,sinh tố chuối và dứa",,5.0
217,5d727359422d438f3fea955a,"ngan kho gừng,cải thìa  xào dầu hào,ngót nấu cá khoai,sinh tố đu đủ",,3.73
218,5d727359422d438f3fea955b,"lươn xào sả ớt,rau  cải xanh nấu ruốc,rau càng cua trộn trứng, giấm đường",,5.0
219,5d727359422d438f3fea955c,"phi lê cá ngừ viên sanwich,nước  ép bưởi",,5.0
220,5d727359422d438f3fea955d,"điêu  hồng kho tương,mướp xào lòng heo,hoa chuối cá kèo,rau  câu dừa",,5.0
221,5d727359422d438f3fea955e,"tôm kho rim,cải dún xào gan,rau  đắng đất nấu cá lóc,sinh tố cà chua",,4.63
222,5d727359422d438f3fea955f,"bún gạo xào hải sản,nước ép táo",,3.36
223,5d727359422d438f3fea9560,"cá trắm hấp cải xanh,bò xào cần nước,canh chuối già nấu mẻ,dưa hấu ướp lạnh",,4.3
224,5d727359422d438f3fea9561,"gà hầm sả,rau muống luộc,canh khoai môn hầm giò,nho xanh",,4.14
225,5d72735a422d438f3fea9562,"spaghetti trộn trứng cá cay,sinh tố xoài",,5.0
226,5d72735a422d438f3fea9563,"ếch rim sả ớt,xà lách trộn dầu giấm,củ năng nấu sườn,sinh tố cà chua",,4.31
227,5d72735a422d438f3fea9564,"khoai tây nhồi thịt heo chiên,hoa thiên lý trộn bò,bí đao xào tôm thịt,sữa chua",,4.78
228,5d72735a422d438f3fea9565,"hamburger bò,nước ép bưởi",,4.58
229,5d72735a422d438f3fea9566,"đùi gà chiên tỏi ớt,dưa món,canh cá điêu hồng chua ngọt,sấu ngăm đường giằm đá",,5.0
230,5d72735a422d438f3fea9567,"mực dồn thịt chiên,cải ngọt luộc,bí ngô nấu sườn,nước ép nho",,3.56
231,5d72735a422d438f3fea9568,"cơm chiên bí đỏ,nước ép dưa hấu",,3.28
232,5d72735b422d438f3fea9569,"ba rọi chiên nước mắm,xà lách trộn dầu giấm,bí đỏ nấu sườn heo,chuối cau",,4.18
233,5d72735b422d438f3fea956a,"cá cơm kho tiêu,cải xào tỏi,khoai môn nấu giò,lê ướp lạnh",,4.72
234,5d72735b422d438f3fea956b,"bún gạo xào hải sản,cà phê sữa",,3.99
235,5d72735b422d438f3fea956c,"cá rô kho rau răm,nấm bào ngư xào thịt heo,canh khổ hoa dồn thịt lợn,chè mủ trôm",,5.0
236,5d72735b422d438f3fea956d,"cá trê kho tương,rau bí xào tỏi,canh gà nấu lá giang,mứt thơm",,4.43
237,5d72735b422d438f3fea956e,"súp tương miso trứng nấm,sinh tố cà chua",,3.29
238,5d72735b422d438f3fea956f,"sườn kho chua ngọt,đậu hủ chiên sả,rau đay nấu cua,sinh tố dưa hấu",,5.0
239,5d72735b422d438f3fea9570,"tép rang,bắp cải luộc,rau dền nấu thịt bò,nước ép cà rốt",,4.58
240,5d72735b422d438f3fea9571,"phá lấu bánh mì,mãng cầu giằm sữa",,4.34
241,5d72735b422d438f3fea9572,"lẩu bò,sinh tố sa-bô-chê",,5.0
242,5d72735b422d438f3fea9573,"cá lóc kho tộ,cà tím nướng mỡ hành,đậu phụ hẹ nấu thịt bằm,nước ép táo",,3.66
243,5d72735c422d438f3fea9574,"bánh đa cua,trà chanh",,5.0
244,5d72735c422d438f3fea9575,"canh đậu ngự hầm xường non,thịt kho củ cải,bò xào nấmbắp non  cà rốt,chè hạt sen",,3.94
245,5d72735c422d438f3fea9576,"canh cá thu nấu ngót,cá kho dưa hường,tôm nõn xào rau củ,nước ép chanh dây",,5.0
246,5d72735c422d438f3fea9577,"miến gà,sữa đậu nành",,3.35
247,5d72735c422d438f3fea9578,"canh tôm nõn nấu bí đao,tôm rang trứng muối,salad rau mầm,mít ướp lạnh",,4.77
248,5d72735c422d438f3fea9579,"canh astiso nấu hải sản,cá sốt chanh dây,tôm xào hạnh nhân,chè đậu xanh",,4.46
249,5d72735c422d438f3fea957a,"bún thang,nước mía",,5.0
250,5d72735c422d438f3fea957b,"canh mướp nấu nấm rơm,bò rim ngũ vị,dưa khổ qua đèo,chè bắp",,5.0
251,5d72735c422d438f3fea957c,"canh rau muống nấu hến,mực trứng kho tộ,hải sản xào rau củ,nước ép thơm",,4.43
252,5d72735c422d438f3fea957d,"cháo trứng thịt nạc,sữa đậu nành",,3.13
253,5d72735c422d438f3fea957e,"canh chua cá lóc,cá thu kho gừng,mực xào thơm,sinh tố dâu",,4.48
254,5d72735c422d438f3fea957f,"canh tôm nõn cải dún,cánh gà chiên xốt tương java,xà lách cà chua,bánh khoai mì",,5.0
255,5d72735d422d438f3fea9580,"cơm tấm,nước rau má đậu xanh",,4.34
256,5d72735d422d438f3fea9581,"canh cá lóc nấu bầu,cá bống đục kho nước dừa,rau muống xào,chè khoai cao",,5.0
257,5d72735d422d438f3fea9582,"canh giò heo nấu măng,thịt nạc kho tiêu,đọt bí xào tỏi,trái cây ướp lạnh",,4.78
258,5d72735d422d438f3fea9583,"bún bung,sinh tố bơ",,4.47
259,5d72735d422d438f3fea9584,"gỏi cóc trộn khô mực,bánh xèo ăn kèm rau sống,cơm rượu bắc",,5.0
260,5d72735d422d438f3fea9585,"hải sâm trộn cải thìa,lẩu tươi,kem dừa",,5.0
261,5d72735d422d438f3fea9586,"miến xào cua,nước mơ ngâm",,5.0
262,5d72735d422d438f3fea9587,"súp cua bắp non,bún bò giò heo,chè hoa cúc táo đỏ",,5.0
263,5d72735d422d438f3fea9588,"salad trái cây,mì xào dòn,bánh flan",,4.69
264,5d72735d422d438f3fea9589,"bún cá,nước cam",,3.47
265,5d72735d422d438f3fea958a,"canh gà nấu lá giang,sườn non kho cải chua,dọc mùng xào sả,chè nhãn nhục",,4.59
266,5d72735e422d438f3fea958b,"canh sa kê nấu thịt băm,vịt quay om nước tương,chả giò nghêu,dưa hấu ướp lạnh",,4.71
267,5d72735e422d438f3fea958c,"bún riêu,nước rau má bạc hà",,3.99
268,5d72735e422d438f3fea958d,"canh cá lóc nấu cần,thơm may mắn,cải chua xào trứng,chè thái",,5.0
269,5d72735e422d438f3fea958e,"canh cải rổ nấu tôm viên,sườn khìa nước dừa,hoa mướp xào tỏi,bánh gan",,5.0
270,5d72735e422d438f3fea958f,"mì gói nấu hải sản,nước  sấu ngâm",,5.0
271,5d72735e422d438f3fea9590,"canh chua khoai sọ nấu rau nhút,thịt kho măng,rau dền luộc,chè khoai môn",,4.74
272,5d72735e422d438f3fea9591,"xà lách trộn thịt bò,thịt lẩu xào hành tây ngâm chua,đậu que xào tỏi,sinh tố sa-bô-chê",,4.75
273,5d72735e422d438f3fea9592,"bún bò huế,nước dừa  tươi",,4.44
274,5d72735e422d438f3fea9593,"canh cải thảo nấu thịt băm,bê xào lá nghệ,cà tím chiên giòn,dưa hấu ướp lạnh",,4.42
275,5d72735e422d438f3fea9594,"canh thịt bò rau răm,thịt ba rọi kho nấm đông cô,rau củ luộc nước mắm kho tiêu,chè bắp",,4.77
276,5d72735e422d438f3fea9595,"bánh bao,sữa tươi",,2.84
277,5d72735e422d438f3fea9596,"canh bí đỏ hầm giò heo,đùi gà om sả tế,rau mồng tơi xào tỏi,chè táo xọn",,4.84
278,5d72735e422d438f3fea9597,"canh nghêu chua ngọt,cá thu nhật chiên nước mắm,nem thịt,nho ướp lạnh",,5.0
279,5d72735f422d438f3fea9598,"xôi mặn,nước chanh muối",,5.0
280,5d72735f422d438f3fea9599,"bò nướng kiệu,bún xào singapore,chè nếp than",,5.0
281,5d72735f422d438f3fea959a,"tôm hấp nước dừa,cà ri mực,kem sầu riêng",,4.0
282,5d72735f422d438f3fea959b,"bánh bèo,nước trà gừng",,4.77
283,5d72735f422d438f3fea959c,"ốc luộc chấm nước mắm gừng,lẩu thái chua cay,xôi xiêm",,5.0
284,5d72735f422d438f3fea959d,"súp măng sò điệp,bún mắm,sinh tố kiwi",,5.0
285,5d72735f422d438f3fea959e,"cháo đậu đỏ,sữa đậu  nành",,5.0
286,5d72735f422d438f3fea959f,"salad xúc xích,đậu bắp xào nấm rơm,canh  tần ô thịt bò,dưa hấu",,3.53
287,5d72735f422d438f3fea95a0,"cá chạch kho lá nghệ,canh cải xoong cá thác lác,đậu  hũ chiên xù,lê ướp lạnh",,3.96
288,5d72735f422d438f3fea95a1,"bánh mì ốp la,sữa  tươi",,4.0
289,5d727360422d438f3fea95a2,"cá lóc kho tộ,cải mầm trộn dầu giấm,cá  thu nhật nấu ngót,nước ép cà rốt",,3.59
290,5d727360422d438f3fea95a3,"cá chẻm chiên xù,bò xào bông cải,khổ qua  dồn thịt,sinh tố dâu",,3.58
291,5d727360422d438f3fea95a4,"nui xào hải sản,nước  ép ổi",,4.0
292,5d727360422d438f3fea95a5,"há cảo chiên,khổ qua xào trứng,canh chua  cá hồi,nho",,4.62
293,5d727360422d438f3fea95a6,"thịt kho củ cải,cải thìa luộc,canh khoai  mỡ nấu thịt bằm,trà gừng",,3.49
294,5d727360422d438f3fea95a7,"bánh chưng chiên sốt sa tế  me,sữa đậu nành",,1.0
295,5d727360422d438f3fea95a8,"tôm rim,thiên lý xào thịt bò,canh củ  năng nấu sườn non,sinh tố dưa gang",,3.14
296,5d727360422d438f3fea95a9,"cá lóc kho xốt tương gừng,cà tím nướng,canh  cá lóc nấu thơm,chè đậu đen",,3.92
297,5d727360422d438f3fea95aa,"bột chiên,nước rau  má",,3.0
298,5d727360422d438f3fea95ab,"sườn chiên xả ớt,cải thìa xào tôm thịt,canh  củ dền nấu tôm tươi,sinh tố chuối",,4.26
299,5d727360422d438f3fea95ac,"bắp bò ngâm nước mắm,rau muống xào tỏi,canh  hến nấu khế,nước ép củ dền",,4.0
300,5d727360422d438f3fea95ad,"bún gạo xào,sữa  tươi",,2.0
301,5d727360422d438f3fea95ae,"cá trê chiên giòn,giá xào hẹ,canh ngót  nấu bò,bánh flan",,3.32
302,5d727361422d438f3fea95af,"thịt xông khói măng tây,bò xào tỏi tây,canh  súp khoai tây cà rốt,sinh tố cà chua",,3.27
303,5d727361422d438f3fea95b0,"bún mọc,sữa đậu  phộng",,4.0
304,5d727361422d438f3fea95b1,"lẩu nấm,chè hạt sen nhãn nhục",,3.72
305,5d727361422d438f3fea95b2,"mực dồn thịt chiên,hải sản xào rau củ,canh  khoai sọ nấu sườn,nước cam",,2.46
306,5d727361422d438f3fea95b3,"patê gan gà, bánh mì,táo  ép",,5.0
307,5d727361422d438f3fea95b4,"thịt ba rọi chiên xả ớt,rau càng cua trộn thịt  bò,canh khổ qua cá,dưa hấu",,4.52
308,5d727361422d438f3fea95b5,"cá chim chiên tỏi,cải thìa xào nấm,thiên lý nấu bò,sinh tố sa-bô-chê",,3.9
309,5d727361422d438f3fea95b6,"bún thịt nướng,cà  phê sữa nóng",,4.52
310,5d727361422d438f3fea95b7,"mực xào cà ri,mướp xào lòng gà,canh chua  cá lóc,táo xanh",,4.36
311,5d727361422d438f3fea95b8,"cá thu chiên xốt cà,bông cải xanh trộn dầu hào,canh  khoai tím nấu tôm,sơ ri ướp lạnh",,4.11
312,5d727361422d438f3fea95b9,"hambuger bò,sữa đậu  xanh nóng",,5.0
313,5d727362422d438f3fea95ba,"cá rô kho tộ,bông cải xanh xào cật lợn,rau  đay, mồng tơi nấu cua,chè hạnh nhân",,5.0
314,5d727362422d438f3fea95bb,"bò xào bông cải,rau cải xanh luộc,canh  măng nấu tôm viên,mãng cầu giằm sữa",,3.36
315,5d727362422d438f3fea95bc,"bún bò,sinh tố cà  chua",,3.0
316,5d727362422d438f3fea95bd,"cá bống kho tiêu,gỏi su hào nấm tuyết,canh  đu đủ nấu giò heo,lê ướp lạnh",,3.47
317,5d727362422d438f3fea95be,"tôm xào sa tế,rau muống xào tỏi,canh  chua hải sản,sữa chua",,4.18
318,5d727362422d438f3fea95bf,"cháo vịt,nước ép  vải",,5.0
319,5d727362422d438f3fea95c0,"lẩu cua đồng bánh đa,chè đậu ngự",,5.0
320,5d727362422d438f3fea95c1,"thịt kho trứng,củ sen xào tôm,canh cải  cúc nấu thịt bò,sinh tố dưa hấu",,3.66
321,5d727362422d438f3fea95c2,"súp cua,sôcô-la  nóng",,4.0
322,5d727362422d438f3fea95c3,"thịt bò xào sa tế,đậu rồng xào,canh ngót  nấu cá khoai,sinh tố đu đủ",,4.35
323,5d727362422d438f3fea95c4,"lươn xào sả ớt,canh rau cải xanh nấu ruốc,rau  càng cua trộn,trứng giấm đường,trái cây ướp lạnh",,4.02
324,5d727362422d438f3fea95c5,"hủ tiếu xào hải sản,sữa  tươi",,5.0
325,5d727362422d438f3fea95c6,"thịt ba chỉ luộc,cải chua xào chả cá,canh  hoa chuối cá kèo,rau câu trái cây",,4.23
326,5d727363422d438f3fea95c7,"lẩu cá kèo, bún,sinh tố mãng cầu",,5.0
